ZIP_CODE,FHSZ,Risk Category
96133,2.676470588235294,High
96134,1.913978494623656,Moderate
96136,1.7826086956521738,Moderate
96137,2.5,High
96140,2.2222222222222223,Moderate
96141,2.142857142857143,Moderate
96142,2.6666666666666665,High
96143,2.5714285714285716,High
96145,3.0,High
96146,3.0,High
96148,3.0,High
96150,2.5952380952380953,High
96161,2.5714285714285716,High
96162,3.0,High
